AB型血	AB型血 🆎️
打響指	打響指 🤞🏻
打麻将	打麻将 🀄️
打麻將	打麻將 🀄️
打麻雀	打麻雀 🀄️
托克劳	托克劳 🇹🇰
托克勞	托克勞 🇹🇰
投票箱	投票箱 🗳️
按摩师	按摩师 💆🏻
按摩師	按摩師 💆🏻
摩托艇	摩托艇 🛥️
摩托車	摩托車 🏍️
摩托车	摩托车 🏍️
摩洛哥	摩洛哥 🇲🇦
摩納哥	摩納哥 🇲🇨
摩纳哥	摩纳哥 🇲🇨
摩羯座	摩羯座 ♑️
放射性	放射性 ☢️
放射線	放射線 ☢️
放射线	放射线 ☢️
放映机	放映机 📽️
放映機	放映機 📽️
敘利亞	敘利亞 🇸🇾
文件柜	文件柜 🗄️
文件櫃	文件櫃 🗄️
文件袋	文件袋 🗂️
新加坡	新加坡 🇸🇬
新西兰	新西兰 🇳🇿
新西蘭	新西蘭 🇳🇿
方程式	方程式 🏎️
无穷大	无穷大 ♾️
无障碍	无障碍 ♿️
日本国	日本国 🇯🇵
日本國	日本國 🇯🇵
旧房子	旧房子 🏚️
服务员	服务员 💁🏻
服務員	服務員 💁🏻
東帝汶	東帝汶 🇹🇱
東正教	東正教 ☦️
柬埔寨	柬埔寨 🇰🇭
核子弹	核子弹 ☢️
核子彈	核子彈 ☢️
核子能	核子能 ⚛️
核武器	核武器 ☢️
核輻射	核輻射 ☢️
核辐射	核辐射 ☢️
格恩济	格恩济 🇬🇬
格恩濟	格恩濟 🇬🇬
格陵兰	格陵兰 🇬🇱
格陵蘭	格陵蘭 🇬🇱
档案柜	档案柜 🗄️
档案盒	档案盒 🗃️
档案箱	档案箱 🗃️
档案袋	档案袋 🗂️
梵蒂冈	梵蒂冈 🇻🇦
梵蒂岡	梵蒂岡 🇻🇦
橄榄枝	橄榄枝 🕊️
橄欖枝	橄欖枝 🕊️
檔案櫃	檔案櫃 🗄️
檔案盒	檔案盒 🗃️
檔案箱	檔案箱 🗃️
檔案袋	檔案袋 🗂️
比利时	比利时 🇧🇪
比利時	比利時 🇧🇪
比愛心	比愛心 🫶🏻
比爱心	比爱心 🫶🏻
水瓶座	水瓶座 ♒️
沒問題	沒問題 👌🏻
没问题	没问题 👌🏻
油画棒	油画棒 🖍️
油畫棒	油畫棒 🖍️
法拉利	法拉利 🏎️
法輪功	法輪功 ☸️
法轮功	法轮功 ☸️
波札那	波札那 🇧🇼
波浪号	波浪号 〰️
波浪號	波浪號 〰️
涂指甲	涂指甲 💅🏻
温度计	温度计 🌡️
溫度計	溫度計 🌡️
烂房子	烂房子 🏚️
烏克蘭	烏克蘭 🇺🇦
烏干達	烏干達 🇺🇬
烏拉圭	烏拉圭 🇺🇾
热恋中	热恋中 💑🏻
無窮大	無窮大 ♾️
無障礙	無障礙 ♿️
熱戀中	熱戀中 💑🏻
爛房子	爛房子 🏚️
爱尔兰	爱尔兰 🇮🇪
牙买加	牙买加 🇯🇲
牙買加	牙買加 🇯🇲
牡羊座	牡羊座 ♈️
犹太教	犹太教 ✡️
狮子座	狮子座 ♌️
猶太教	猶太教 ✡️
獅子座	獅子座 ♌️
王冠女	王冠女 🤴🏻
王冠男	王冠男 👸🏻
瓜皮帽	瓜皮帽 👲🏻
甘比亚	甘比亚 🇬🇲
甘比亞	甘比亞 🇬🇲
生化品	生化品 ☣️
电话机	电话机 ☎️
留尼旺	留尼旺 🇷🇪
白罗斯	白罗斯 🇧🇾
白羅斯	白羅斯 🇧🇾
白羊座	白羊座 ♈️
百慕大	百慕大 🇧🇲
百慕达	百慕达 🇧🇲
百慕達	百慕達 🇧🇲
盖亚那	盖亚那 🇬🇾
盧安達	盧安達 🇷🇼
盧旺達	盧旺達 🇷🇼
盧森堡	盧森堡 🇱🇺
科威科	科威科 🇰🇼
科摩罗	科摩罗 🇰🇲
科摩羅	科摩羅 🇰🇲
科科斯	科科斯 🇨🇨
科索沃	科索沃 🇽🇰
突尼斯	突尼斯 🇹🇳
立陶宛	立陶宛 🇱🇹
竖中指	竖中指 🖕🏻
竞技场	竞技场 🏟️
競技場	競技場 🏟️
精灵族	精灵族 🧝🏻
精靈族	精靈族 🧝🏻
紐西蘭	紐西蘭 🇳🇿
索馬里	索馬里 🇸🇴
索马里	索马里 🇸🇴
絡腮鬍	絡腮鬍 🧔🏻
維德角	維德角 🇨🇻
線圈本	線圈本 🗒️
纽西兰	纽西兰 🇳🇿
线圈本	线圈本 🗒️
络腮胡	络腮胡 🧔🏻
维德角	维德角 🇨🇻
美利坚	美利坚 🇺🇸
美利堅	美利堅 🇺🇸
義大利	義大利 🇮🇹
老女人	老女人 👵🏻
老男人	老男人 👴🏻
聋哑人	聋哑人 🧏🏻
联合国	联合国 🇺🇳
聖誕島	聖誕島 🇨🇽
聯合國	聯合國 🇺🇳
聽不見	聽不見 🧏🏻
聾啞人	聾啞人 🧏🏻
肯尼亚	肯尼亚 🇰🇪
肯尼亞	肯尼亞 🇰🇪
自由泳	自由泳 🏊🏻
臺式機	臺式機 🖥️
舊房子	舊房子 🏚️
苏利南	苏利南 🇸🇷
苏里南	苏里南 🇸🇷
英联邦	英联邦 🇬🇧
英聯邦	英聯邦 🇬🇧
莱索托	莱索托 🇱🇸
菲律宾	菲律宾 🇵🇭
菲律賓	菲律賓 🇵🇭
萊索托	萊索托 🇱🇸
萨摩亚	萨摩亚 🇼🇸
萬那杜	萬那杜 🇻🇺
葡萄牙	葡萄牙 🇵🇹
蒙哲腊	蒙哲腊 🇲🇸
蒙哲臘	蒙哲臘 🇲🇸
蒲隆地	蒲隆地 🇧🇮
蒸桑拿	蒸桑拿 🧖🏻
蒸餾瓶	蒸餾瓶 ⚗️
蒸馏瓶	蒸馏瓶 ⚗️
蓋亞那	蓋亞那 🇬🇾
薩摩亞	薩摩亞 🇼🇸
蘇利南	蘇利南 🇸🇷
蘇里南	蘇里南 🇸🇷
處女座	處女座 ♍️
蜘蛛網	蜘蛛網 🕸️
蜘蛛网	蜘蛛网 🕸️
複選框	複選框 ☑️
西班牙	西班牙 🇪🇸
計時器	計時器 ⏲️
計算機	計算機 🖥️
許可證	許可證 🎟️
计时器	计时器 ⏲️
计算机	计算机 🖥️
许可证	许可证 🎟️
豎中指	豎中指 🖕🏻
貝里斯	貝里斯 🇧🇿
賴索托	賴索托 🇱🇸
購物袋	購物袋 🛍️
贊比亞	贊比亞 🇿🇲
贝里斯	贝里斯 🇧🇿
购物袋	购物袋 🛍️
赖索托	赖索托 🇱🇸
赞比亚	赞比亚 🇿🇲
起始符	起始符 〽️
身孕女	身孕女 🤰🏻
身孕男	身孕男 🫃🏻
軌跡球	軌跡球 🖲️
轨迹球	轨迹球 🖲️
辛巴威	辛巴威 🇿🇼
農民工	農民工 👷🏻
运动场	运动场 🏟️
通話中	通話中 🤙🏻
通话中	通话中 🤙🏻
運動場	運動場 🏟️
酢浆草	酢浆草 ☘️
酢漿草	酢漿草 ☘️
金牛座	金牛座 ♉️
问叹号	问叹号 ⁉️
阿富汗	阿富汗 🇦🇫
阿根廷	阿根廷 🇦🇷
阿森松	阿森松 🇸🇭
阿联酋	阿联酋 🇦🇪
阿聯酋	阿聯酋 🇦🇪
雙嘆號	雙嘆號 ‼️
雙子座	雙子座 ♊️
雙魚座	雙魚座 ♓️
雪花片	雪花片 ❄️
雷阵雨	雷阵雨 ⛈️
雷陣雨	雷陣雨 ⛈️
電話機	電話機 ☎️
風景區	風景區 🏞️
风景区	风景区 🏞️
馬其頓	馬其頓 🇲🇰
馬恩島	馬恩島 🇮🇲
馬拉烕	馬拉烕 🇲🇼
馬拉維	馬拉維 🇲🇼
馬爾他	馬爾他 🇲🇹
馬約特	馬約特 🇾🇹
騎單車	騎單車 🚴🏻
马其顿	马其顿 🇲🇰
马尔他	马尔他 🇲🇹
马恩岛	马恩岛 🇮🇲
马拉烕	马拉烕 🇲🇼
马拉维	马拉维 🇲🇼
马约特	马约特 🇾🇹
骑单车	骑单车 🚴🏻
骨灰瓶	骨灰瓶 ⚱️
體溫計	體溫計 🌡️
體育場	體育場 🏟️
體育館	體育館 🏟️
高压电	高压电 ⚡️
高壓電	高壓電 ⚡️
高速路	高速路 🛣️
魔法师	魔法师 🧙🏻
魔法師	魔法師 🧙🏻
黃絲帶	黃絲帶 🎗️
黄丝带	黄丝带 🎗️
黎巴嫩	黎巴嫩 🇱🇧
龍捲風	龍捲風 🌪️
龙卷风	龙卷风 🌪️
印度教	印度教 🕉️ 🛕
啦啦队	啦啦队 👯🏻 🥳
啦啦隊	啦啦隊 👯🏻 🥳
工具箱	工具箱 🛠️ 🧰
电单车	电单车 🏍️ 🛵
身分證	身分證 🆔️ 🪪
身分证	身分证 🆔️ 🪪
電單車	電單車 🏍️ 🛵
麥克風	麥克風 🎙️ 🎤
麦克风	麦克风 🎙️ 🎤
中方块	中方块 ◽️ ◾️
中方塊	中方塊 ◽️ ◾️
八角星	八角星 ✳️ ✴️
大拇指	大拇指 👍🏻 👍🏻
小方块	小方块 ▪️ ▫️
小方塊	小方塊 ▪️ ▫️
法兰西	法兰西 ⚜️ 🇫🇷
法蘭西	法蘭西 ⚜️ 🇫🇷
穆斯林	穆斯林 ☪️ 🧕🏾
阿拉伯	阿拉伯 ☪️ 🧕🏾
高尔夫	高尔夫 ⛳️ 🏌🏻
高爾夫	高爾夫 ⛳️ 🏌🏻
工程师	工程师 👷🏻 🧑🏻‍💻
工程師	工程師 👷🏻 🧑🏻‍💻
一分鐘	一分鐘 ☝🏻️
一分钟	一分钟 ☝🏻️
一小会	一小会 ☝🏻️
一小會	一小會 ☝🏻️
一阵间	一阵间 ☝🏻️
一陣間	一陣間 ☝🏻️
同性恋	同性恋 🏳‍🌈
同性戀	同性戀 🏳‍🌈
宠物犬	宠物犬 🐕‍🦺
宠物狗	宠物狗 🐕‍🦺
寵物犬	寵物犬 🐕‍🦺
寵物狗	寵物狗 🐕‍🦺
彩虹旗	彩虹旗 🏳‍🌈
未睡醒	未睡醒 😵‍💫
未瞓醒	未瞓醒 😵‍💫
母女俩	母女俩 👩‍👧
母女倆	母女倆 👩‍👧
母子俩	母子俩 👩‍👦
母子倆	母子倆 👩‍👦
沒睡醒	沒睡醒 😵‍💫
没睡醒	没睡醒 😵‍💫
父女俩	父女俩 👨‍👧
父女倆	父女倆 👨‍👧
父子俩	父子俩 👨‍👦
父子倆	父子倆 👨‍👦
睇唔明	睇唔明 😵‍💫
等一会	等一会 ☝🏻️
等一會	等一會 ☝🏻️
上課女	上課女 👩🏻‍🏫
上課男	上課男 👨🏻‍🏫
上课女	上课女 👩🏻‍🏫
上课男	上课男 👨🏻‍🏫
专家女	专家女 👩🏻‍🔬
专家男	专家男 👨🏻‍🔬
中产女	中产女 👩🏻‍💼
中产男	中产男 👨🏻‍💼
中產女	中產女 👩🏻‍💼
中產男	中產男 👨🏻‍💼
主厨女	主厨女 👩🏻‍🍳
主厨男	主厨男 👨🏻‍🍳
主廚女	主廚女 👩🏻‍🍳
主廚男	主廚男 👨🏻‍🍳
亮蛋女	亮蛋女 👩🏻‍🦲
亮蛋男	亮蛋男 👨🏻‍🦲
僵尸女	僵尸女 🧟‍♀️
僵尸男	僵尸男 🧟‍♂️
光头女	光头女 👩🏻‍🦲
光头男	光头男 👨🏻‍🦲
光頭女	光頭女 👩🏻‍🦲
光頭男	光頭男 👨🏻‍🦲
农户女	农户女 👩🏻‍🌾
农户男	农户男 👨🏻‍🌾
农民女	农民女 👩🏻‍🌾
农民男	农民男 👨🏻‍🌾
劳工女	劳工女 👩🏻‍🏭
劳工男	劳工男 👨🏻‍🏭
勞工女	勞工女 👩🏻‍🏭
勞工男	勞工男 👨🏻‍🏭
北极熊	北极熊 🐻‍❄️
北極熊	北極熊 🐻‍❄️
博士女	博士女 👩🏻‍🎓
博士男	博士男 👨🏻‍🎓
卷发女	卷发女 👩🏻‍🦱
卷发男	卷发男 👨🏻‍🦱
厨子女	厨子女 👩🏻‍🍳
厨子男	厨子男 👨🏻‍🍳
厨师女	厨师女 👩🏻‍🍳
厨师男	厨师男 👨🏻‍🍳
同学女	同学女 👩🏻‍🎓
同学男	同学男 👨🏻‍🎓
同學女	同學女 👩🏻‍🎓
同學男	同學男 👨🏻‍🎓
喂奶女	喂奶女 👩🏻‍🍼
喂奶男	喂奶男 👨🏻‍🍼
大厨女	大厨女 👩🏻‍🍳
大厨男	大厨男 👨🏻‍🍳
大学生	大学生 🧑🏻‍🎓
大學生	大學生 🧑🏻‍🎓
大廚女	大廚女 👩🏻‍🍳
大廚男	大廚男 👨🏻‍🍳
太空人	太空人 🧑🏻‍🚀
学士女	学士女 👩🏻‍🎓
学士男	学士男 👨🏻‍🎓
学生女	学生女 👩🏻‍🎓
学生男	学生男 👨🏻‍🎓
學士女	學士女 👩🏻‍🎓
學士男	學士男 👨🏻‍🎓
學生女	學生女 👩🏻‍🎓
學生男	學生男 👨🏻‍🎓
宇航员	宇航员 🧑🏻‍🚀
宇航員	宇航員 🧑🏻‍🚀
專家女	專家女 👩🏻‍🔬
專家男	專家男 👨🏻‍🔬
廚子女	廚子女 👩🏻‍🍳
廚子男	廚子男 👨🏻‍🍳
廚師女	廚師女 👩🏻‍🍳
廚師男	廚師男 👨🏻‍🍳
技工女	技工女 👩🏻‍🔧
技工男	技工男 👨🏻‍🔧
技师女	技师女 👩🏻‍🔧
技师男	技师男 👨🏻‍🔧
技師女	技師女 👩🏻‍🔧
技師男	技師男 👨🏻‍🔧
捲髮女	捲髮女 👩🏻‍🦱
捲髮男	捲髮男 👨🏻‍🦱
救火队	救火队 🧑🏻‍🚒
救火隊	救火隊 🧑🏻‍🚒
教书女	教书女 👩🏻‍🏫
教书男	教书男 👨🏻‍🏫
教师女	教师女 👩🏻‍🏫
教师男	教师男 👨🏻‍🏫
教師女	教師女 👩🏻‍🏫
教師男	教師男 👨🏻‍🏫
教書女	教書女 👩🏻‍🏫
教書男	教書男 👨🏻‍🏫
明星女	明星女 👩🏻‍🎤
明星男	明星男 👨🏻‍🎤
歌手女	歌手女 👩🏻‍🎤
歌手男	歌手男 👨🏻‍🎤
歌星女	歌星女 👩🏻‍🎤
歌星男	歌星男 👨🏻‍🎤
殭屍女	殭屍女 🧟‍♀️
殭屍男	殭屍男 🧟‍♂️
海盗旗	海盗旗 🏴‍☠️
海盜旗	海盜旗 🏴‍☠️
消防员	消防员 🧑🏻‍🚒
消防員	消防員 🧑🏻‍🚒
滅火隊	滅火隊 🧑🏻‍🚒
火警女	火警女 👩🏻‍🚒
火警男	火警男 👨🏻‍🚒
灭火队	灭火队 🧑🏻‍🚒
灯神女	灯神女 🧞‍♀️
灯神男	灯神男 🧞‍♂️
燈神女	燈神女 🧞‍♀️
燈神男	燈神男 🧞‍♂️
班主住	班主住 🧑🏻‍🏫
画家女	画家女 👩🏻‍🎨
画家男	画家男 👨🏻‍🎨
畫家女	畫家女 👩🏻‍🎨
畫家男	畫家男 👨🏻‍🎨
白发女	白发女 👩🏻‍🦳
白发男	白发男 👨🏻‍🦳
白头发	白头发 🧑🏻‍🦳
白領女	白領女 👩🏻‍💼
白領男	白領男 👨🏻‍💼
白頭髮	白頭髮 🧑🏻‍🦳
白领女	白领女 👩🏻‍💼
白领男	白领男 👨🏻‍💼
白髮女	白髮女 👩🏻‍🦳
白髮男	白髮男 👨🏻‍🦳
盲人女	盲人女 👩🏻‍🦯
盲人男	盲人男 👨🏻‍🦯
瞎子女	瞎子女 👩🏻‍🦯
瞎子男	瞎子男 👨🏻‍🦯
研究员	研究员 🧑🏻‍🔬
研究員	研究員 🧑🏻‍🔬
禿頭女	禿頭女 👩🏻‍🦲
禿頭男	禿頭男 👨🏻‍🦲
秃头女	秃头女 👩🏻‍🦲
秃头男	秃头男 👨🏻‍🦲
种地女	种地女 👩🏻‍🌾
种地男	种地男 👨🏻‍🌾
种田女	种田女 👩🏻‍🌾
种田男	种田男 👨🏻‍🌾
科学家	科学家 🧑🏻‍🔬
科學家	科學家 🧑🏻‍🔬
程序员	程序员 🧑🏻‍💻
程序員	程序員 🧑🏻‍💻
種地女	種地女 👩🏻‍🌾
種地男	種地男 👨🏻‍🌾
種田女	種田女 👩🏻‍🌾
種田男	種田男 👨🏻‍🌾
紅頭髮	紅頭髮 🧑🏻‍🦰
紅髮女	紅髮女 👩🏻‍🦰
紅髮男	紅髮男 👨🏻‍🦰
红发女	红发女 👩🏻‍🦰
红发男	红发男 👨🏻‍🦰
红头发	红头发 🧑🏻‍🦰
老师女	老师女 👩🏻‍🏫
老师男	老师男 👨🏻‍🏫
老師女	老師女 👩🏻‍🏫
老師男	老師男 👨🏻‍🏫
职员女	职员女 👩🏻‍💼
职员男	职员男 👨🏻‍💼
職員女	職員女 👩🏻‍💼
職員男	職員男 👨🏻‍💼
艺人女	艺人女 👩🏻‍🎨
艺人男	艺人男 👨🏻‍🎨
艺术家	艺术家 🧑🏻‍🎨
藝人女	藝人女 👩🏻‍🎨
藝人男	藝人男 👨🏻‍🎨
藝術家	藝術家 🧑🏻‍🎨
課堂女	課堂女 👩🏻‍🏫
課堂男	課堂男 👨🏻‍🏫
課室女	課室女 👩🏻‍🏫
課室男	課室男 👨🏻‍🏫
謝頂女	謝頂女 👩🏻‍🦲
謝頂男	謝頂男 👨🏻‍🦲
课堂女	课堂女 👩🏻‍🏫
课堂男	课堂男 👨🏻‍🏫
课室女	课室女 👩🏻‍🏫
课室男	课室男 👨🏻‍🏫
谢顶女	谢顶女 👩🏻‍🦲
谢顶男	谢顶男 👨🏻‍🦲
農戶女	農戶女 👩🏻‍🌾
農戶男	農戶男 👨🏻‍🌾
農民女	農民女 👩🏻‍🌾
農民男	農民男 👨🏻‍🌾
残疾人	残疾人 🧑🏻‍🦼 🧑🏻‍🦽
残疾女	残疾女 👩🏻‍🦼 👩🏻‍🦽
残疾男	残疾男 👨🏻‍🦼 👨🏻‍🦽
殘疾人	殘疾人 🧑🏻‍🦼 🧑🏻‍🦽
殘疾女	殘疾女 👩🏻‍🦼 👩🏻‍🦽
殘疾男	殘疾男 👨🏻‍🦼 👨🏻‍🦽
工人女	工人女 👩🏻‍🏭 👷🏻‍♀️
工人男	工人男 👨🏻‍🏭 👷🏻‍♂️
一定女	一定女 🙆🏻‍♀️
一定男	一定男 🙆🏻‍♂️
下跪女	下跪女 🧎🏻‍♀️
下跪男	下跪男 🧎🏻‍♂️
不好女	不好女 🙅🏻‍♀️
不好男	不好男 🙅🏻‍♂️
不干女	不干女 🙅🏻‍♀️
不干男	不干男 🙅🏻‍♂️
不幹女	不幹女 🙅🏻‍♀️
不幹男	不幹男 🙅🏻‍♂️
不管女	不管女 🤷🏻‍♀️
不管男	不管男 🤷🏻‍♂️
不行女	不行女 🙅🏻‍♀️
不行男	不行男 🙅🏻‍♂️
举重女	举重女 🏋🏻‍♀️
举重男	举重男 🏋🏻‍♂️
人魚女	人魚女 🧜🏻‍♀️
人魚男	人魚男 🧜🏻‍♂️
人鱼女	人鱼女 🧜🏻‍♀️
人鱼男	人鱼男 🧜🏻‍♂️
仙人女	仙人女 🧚🏻‍♀️
仙人男	仙人男 🧚🏻‍♂️
体操女	体操女 🤸🏻‍♀️
体操男	体操男 🤸🏻‍♂️
侦探女	侦探女 🕵🏻‍♀️
侦探男	侦探男 🕵🏻‍♂️
偵探女	偵探女 🕵🏻‍♀️
偵探男	偵探男 🕵🏻‍♂️
兔女郎	兔女郎 👯🏻‍♀️
冥想女	冥想女 🧘🏻‍♀️
冥想男	冥想男 🧘🏻‍♂️
冲浪女	冲浪女 🏄🏻‍♀️
冲浪男	冲浪男 🏄🏻‍♂️
划船女	划船女 🚣🏻‍♀️
划船男	划船男 🚣🏻‍♂️
划艇女	划艇女 🚣🏻‍♀️
划艇男	划艇男 🚣🏻‍♂️
剃头女	剃头女 💇🏻‍♀️
剃头男	剃头男 💇🏻‍♂️
剃頭女	剃頭女 💇🏻‍♀️
剃頭男	剃頭男 💇🏻‍♂️
剪发女	剪发女 💇🏻‍♀️
剪发男	剪发男 💇🏻‍♂️
剪髮女	剪髮女 💇🏻‍♀️
剪髮男	剪髮男 💇🏻‍♂️
医生女	医生女 👩🏻‍⚕️
医生男	医生男 👨🏻‍⚕️
医者女	医者女 👩🏻‍⚕️
医者男	医者男 👨🏻‍⚕️
卖艺女	卖艺女 🤹🏻‍♀️
卖艺男	卖艺男 🤹🏻‍♂️
卫士女	卫士女 💂🏻‍♀️
卫士男	卫士男 💂🏻‍♂️
卫门女	卫门女 💂🏻‍♀️
卫门男	卫门男 💂🏻‍♂️
参禅女	参禅女 🧘🏻‍♀️
参禅男	参禅男 🧘🏻‍♂️
參禪女	參禪女 🧘🏻‍♀️
參禪男	參禪男 🧘🏻‍♂️
唔知女	唔知女 🤷🏻‍♀️
唔知男	唔知男 🤷🏻‍♂️
噘嘴女	噘嘴女 🙎🏻‍♀️
噘嘴男	噘嘴男 🙎🏻‍♂️
坏蛋女	坏蛋女 🦹🏻‍♀️
坏蛋男	坏蛋男 🦹🏻‍♂️
壞蛋女	壞蛋女 🦹🏻‍♀️
壞蛋男	壞蛋男 🦹🏻‍♂️
大法官	大法官 🧑🏻‍⚖️
大状女	大状女 👩🏻‍⚖️
大状男	大状男 👨🏻‍⚖️
大狀女	大狀女 👩🏻‍⚖️
大狀男	大狀男 👨🏻‍⚖️
头大女	头大女 🤦🏻‍♀️
头大男	头大男 🤦🏻‍♂️
头巾女	头巾女 👳🏾‍♀️
头巾男	头巾男 👳🏾‍♂️
头疼女	头疼女 🤦🏻‍♀️
头疼男	头疼男 🤦🏻‍♂️
奔跑女	奔跑女 🏃🏻‍♀️
奔跑男	奔跑男 🏃🏻‍♂️
委屈女	委屈女 🙎🏻‍♀️
委屈男	委屈男 🙎🏻‍♂️
婚紗男	婚紗男 👰🏻‍♂️
婚纱男	婚纱男 👰🏻‍♂️
守卫女	守卫女 💂🏻‍♀️
守卫男	守卫男 💂🏻‍♂️
守衛女	守衛女 💂🏻‍♀️
守衛男	守衛男 💂🏻‍♂️
崇拜女	崇拜女 🙇🏻‍♀️
崇拜男	崇拜男 🙇🏻‍♂️
差人女	差人女 👮🏻‍♀️
差人男	差人男 👮🏻‍♂️
律师女	律师女 👩🏻‍⚖️
律师男	律师男 👨🏻‍⚖️
律師女	律師女 👩🏻‍⚖️
律師男	律師男 👨🏻‍⚖️
慢走女	慢走女 🚶🏻‍♀️
慢走男	慢走男 🚶🏻‍♂️
憋屈女	憋屈女 🙎🏻‍♀️
憋屈男	憋屈男 🙎🏻‍♂️
戏法女	戏法女 🤹🏻‍♀️
戏法男	戏法男 🤹🏻‍♂️
戲法女	戲法女 🤹🏻‍♀️
戲法男	戲法男 🤹🏻‍♂️
手球女	手球女 🤾🏻‍♀️
手球男	手球男 🤾🏻‍♂️
打坐女	打坐女 🧘🏻‍♀️
打坐男	打坐男 🧘🏻‍♂️
打球女	打球女 ⛹🏻‍♀️
打球男	打球男 ⛹🏻‍♂️
把戏女	把戏女 🤹🏻‍♀️
把戏男	把戏男 🤹🏻‍♂️
把戲女	把戲女 🤹🏻‍♀️
把戲男	把戲男 🤹🏻‍♂️
护士女	护士女 👩🏻‍⚕️
护士男	护士男 👨🏻‍⚕️
招呼女	招呼女 🙋🏻‍♀️
招呼男	招呼男 🙋🏻‍♂️
招手女	招手女 🙋🏻‍♀️
招手男	招手男 🙋🏻‍♂️
按摩女	按摩女 💆🏻‍♀️
按摩男	按摩男 💆🏻‍♂️
探長女	探長女 🕵🏻‍♀️
探長男	探長男 🕵🏻‍♂️
探长女	探长女 🕵🏻‍♀️
探长男	探长男 🕵🏻‍♂️
摊手女	摊手女 🤷🏻‍♀️
摊手男	摊手男 🤷🏻‍♂️
摔跤女	摔跤女 🤼🏻‍♀️
摔跤男	摔跤男 🤼🏻‍♂️
攀岩女	攀岩女 🧗🏻‍♀️
攀岩男	攀岩男 🧗🏻‍♂️
攀巖女	攀巖女 🧗🏻‍♀️
攀巖男	攀巖男 🧗🏻‍♂️
攀登女	攀登女 🧗🏻‍♀️
攀登男	攀登男 🧗🏻‍♂️
攤手女	攤手女 🤷🏻‍♀️
攤手男	攤手男 🤷🏻‍♂️
新娘子	新娘子 👰🏻‍♀️
新娘男	新娘男 👰🏻‍♂️
新郎女	新郎女 🤵🏻‍♀️
无助女	无助女 🙍🏻‍♀️
无助男	无助男 🙍🏻‍♂️
无望女	无望女 🙍🏻‍♀️
无望男	无望男 🙍🏻‍♂️
机长女	机长女 👩🏻‍✈️
机长男	机长男 👨🏻‍✈️
杂技女	杂技女 🤹🏻‍♀️
杂技男	杂技男 🤹🏻‍♂️
杠铃女	杠铃女 🏋🏻‍♀️
杠铃男	杠铃男 🏋🏻‍♂️
条子女	条子女 👮🏻‍♀️
条子男	条子男 👮🏻‍♂️
柔道女	柔道女 🤼🏻‍♀️
柔道男	柔道男 🤼🏻‍♂️
桑拿女	桑拿女 🧖🏻‍♀️
桑拿男	桑拿男 🧖🏻‍♂️
